Date,Camera,White,WhiteFactor,White3,Snow,color,age,sex,den ,area,Whiteness
6/9/16,Ek2,75,5,50,80,white,,,ekorrd_rren,helags,75
6/10/16,Ek2,75,5,50,80,white,,,ekorrd_rren,helags,75
6/11/16,Ek2,75,5,50,0,white,,,ekorrd_rren,helags,75
10/14/16,Ek2,75,5,50,20,white,adult,,ekorrd_rren,helags,75
5/22/16,Ek1,75,5,50,0,white,,,ekorrd_rren,helags,75
5/25/16,Ek1,75,5,50,0,white,,,ekorrd_rren,helags,75
5/28/16,Ek1,75,5,50,0,white,,,ekorrd_rren,helags,75
5/29/16,Ek1,75,5,50,0,white,,,ekorrd_rren,helags,75
5/31/16,Ek1,75,5,50,0,white,,,ekorrd_rren,helags,75
10/3/16,Ek1,75,5,50,95,white,adult,,ekorrd_rren,helags,75
10/14/16,Ek1,75,5,50,20,white,adult,,ekorrd_rren,helags,75
6/14/16,b-y/gr-o,75,5,50,0,white,cub,female,T-8,vindelfjallen,75
6/15/16,b-y/gr-o,75,5,50,0,white,cub,female,T-8,vindelfjallen,75
6/18/16,b-y/gr-o,75,5,50,0,white,cub,female,T-8,vindelfjallen,75
6/19/16,b-y/gr-o,75,5,50,0,white,cub,female,T-8,vindelfjallen,75
6/15/16,b-s/r-s,75,5,50,0,white,adult,male,R-5,vindelfjallen,75
6/16/16,b-s/r-s,75,5,50,0,white,adult,male,R-5,vindelfjallen,75
10/2/16,b-s/r-s,75,5,50,0,white,adult,male,R-5,vindelfjallen,75
10/10/15,b-r/p-b,75,5,50,40,white,adult,male,A-16,vindelfjallen,75
10/13/15,b-r/p-b,75,5,50,0,white,adult,male,A-16,vindelfjallen,75
10/10/15,b-p/y-s,75,5,50,0,white,cub,male,v skaftet,helags,75
10/11/15,b-p/y-s,75,5,50,0,white,cub,male,v skaftet,helags,75
10/1/16,b-gr/p-gr,75,5,50,0,white,cub,male,hulke,helags,75
10/8/16,b-gr/p-gr,75,5,50,0,white,cub,male,hulke,helags,75
5/30/16,a6white1,75,5,50,90,white,,,A-6,vindelfjallen,75
6/1/16,a6white1,75,5,50,90,white,,,A-6,vindelfjallen,75
6/2/16,a6white1,75,5,50,90,white,,,A-6,vindelfjallen,75
6/4/16,a6white1,75,5,50,80,white,,,A-6,vindelfjallen,75
10/3/16,a6white1,75,5,50,90,white,adult,,A-6,vindelfjallen,75
10/5/16,a6white1,75,5,50,90,white,adult,,A-6,vindelfjallen,75
10/6/16,a6white1,75,5,50,0,white,adult,,A-6,vindelfjallen,75
10/7/16,a6white1,75,5,50,0,white,adult,,A-6,vindelfjallen,75
10/9/16,a6white1,75,5,50,0,white,adult,,A-6,vindelfjallen,75
10/10/16,a6white1,75,5,50,0,white,adult,,A-6,vindelfjallen,75
10/12/16,a6white1,75,5,50,0,white,adult,,A-6,vindelfjallen,75
5/26/16,a6blue1,75,5,50,100,blue,,,A-6,vindelfjallen,0
5/27/16,a6blue1,75,5,50,95,blue,,,A-6,vindelfjallen,0
5/29/16,a6blue1,75,5,50,95,blue,,,A-6,vindelfjallen,0
6/4/16,a6blue1,75,5,50,80,blue,,,A-6,vindelfjallen,0
6/6/16,a6blue1,75,5,50,70,blue,,,A-6,vindelfjallen,0
10/10/15,a16white1,75,5,50,40,white,adult,,A-16,vindelfjallen,75
6/5/16,a16blue1,75,5,50,0,blue,,,A-16,vindelfjallen,0
6/11/16,a16blue1,75,5,50,0,blue,,,A-16,vindelfjallen,0
6/16/16,a16blue1,75,5,50,0,blue,,,A-16,vindelfjallen,0
6/4/16,/p-y,75,5,50,0,white,adult,,T-8,vindelfjallen,75
6/7/16,/p-y,75,5,50,0,white,adult,,T-8,vindelfjallen,75
6/8/16,/p-y,75,5,50,0,white,adult,,T-8,vindelfjallen,75
5/20/16,y-r/p-r,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/21/16,y-r/p-r,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/22/16,y-r/p-r,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/23/16,y-r/p-r,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/24/16,y-r/p-r,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/25/16,y-r/p-r,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/26/16,y-r/p-r,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/27/16,y-r/p-r,95,6,50,95,blue,,,A-6,vindelfjallen,0
5/12/16,y-p/gr-p,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/13/16,y-p/gr-p,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/15/16,y-p/gr-p,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/16/16,y-p/gr-p,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/21/16,y-gr/p-w,95,6,50,0,blue,adult,female,A-16,vindelfjallen,0
5/23/16,y-gr/p-w,95,6,50,0,blue,adult,female,A-16,vindelfjallen,0
6/1/16,Vs2,95,6,50,20,blue,,,v skaftet,helags,0
6/3/16,Vs2,95,6,50,15,blue,,,v skaftet,helags,0
6/4/16,Vs2,95,6,50,40,blue,,,v skaftet,helags,0
6/5/16,Vs2,95,6,50,10,blue,,,v skaftet,helags,0
6/6/16,Vs2,95,6,50,10,blue,,,v skaftet,helags,0
5/17/16,Vs1,95,6,50,75,blue,,,v skaftet,helags,0
5/21/16,Vs1,95,6,50,60,blue,,,v skaftet,helags,0
5/27/16,Vs1,95,6,50,40,blue,,,v skaftet,helags,0
5/29/16,Vs1,95,6,50,40,blue,,,v skaftet,helags,0
5/30/16,Vs1,95,6,50,30,blue,,,v skaftet,helags,0
5/31/16,Vs1,95,6,50,30,blue,,,v skaftet,helags,0
5/7/16,vakwhite1,95,6,50,50,white,,,v_ke,helags,95
6/8/16,t8white1,95,6,50,0,white,,,T-8,vindelfjallen,95
6/9/16,t8white1,95,6,50,10,white,,,T-8,vindelfjallen,95
6/11/16,t8white1,95,6,50,0,white,,,T-8,vindelfjallen,95
6/12/16,t8white1,95,6,50,0,white,,,T-8,vindelfjallen,95
5/12/16,t14white3,95,6,50,90,white,,,T-14,vindelfjallen,95
5/22/16,t14white2,95,6,50,90,white,,,T-14,vindelfjallen,95
5/27/16,t14white2,95,6,50,80,white,,,T-14,vindelfjallen,95
5/28/16,t14white2,95,6,50,80,white,,,T-14,vindelfjallen,95
5/29/16,t14white2,95,6,50,80,white,,,T-14,vindelfjallen,95
5/4/16,t14white1,95,6,50,100,white,,,T-14,vindelfjallen,95
5/6/16,t14white1,95,6,50,100,white,,,T-14,vindelfjallen,95
5/7/16,t14white1,95,6,50,100,white,,,T-14,vindelfjallen,95
5/9/16,t14white1,95,6,50,90,white,,,T-14,vindelfjallen,95
5/11/16,t14white1,95,6,50,90,white,,,T-14,vindelfjallen,95
5/12/16,t14white1,95,6,50,90,white,,,T-14,vindelfjallen,95
5/13/16,t14white1,95,6,50,90,white,,,T-14,vindelfjallen,95
5/17/16,t14blue1,95,6,50,100,blue,,,T-14,vindelfjallen,0
5/19/16,snus2,95,6,50,95,white,adult,male,snuse,helags,95
5/21/16,snus2,95,6,50,80,white,adult,male,snuse,helags,95
5/22/16,snus2,95,6,50,80,white,adult,male,snuse,helags,95
5/16/16,snus1,95,6,50,80,blue,adult,female,snuse,helags,0
5/18/16,snus1,95,6,50,80,blue,adult,female,snuse,helags,0
5/20/16,snus1,95,6,50,80,blue,adult,female,snuse,helags,0
5/21/16,snus1,95,6,50,80,blue,adult,female,snuse,helags,0
5/22/16,snus1,95,6,50,80,blue,adult,female,snuse,helags,0
5/25/16,snus1,95,6,50,80,blue,adult,female,snuse,helags,0
5/31/16,r5blue1,95,6,50,0,blue,,,R-5,vindelfjallen,0
6/2/16,r5blue1,95,6,50,0,blue,,,R-5,vindelfjallen,0
5/26/16,r3white2,95,6,50,90,white,,,R-3,vindelfjallen,95
5/28/16,r3white2,95,6,50,90,white,,,R-3,vindelfjallen,95
5/31/16,r3white2,95,6,50,70,white,,,R-3,vindelfjallen,95
5/10/16,r3white1,95,6,50,100,white,,,R-3,vindelfjallen,95
5/11/16,r3white1,95,6,50,100,white,,,R-3,vindelfjallen,95
5/12/16,r3white1,95,6,50,100,white,,,R-3,vindelfjallen,95
5/13/16,r3white1,95,6,50,100,white,,,R-3,vindelfjallen,95
5/14/16,r3white1,95,6,50,100,white,,,R-3,vindelfjallen,95
5/17/16,r3white1,95,6,50,100,white,,,R-3,vindelfjallen,95
5/18/16,r3white1,95,6,50,100,white,,,R-3,vindelfjallen,95
5/19/16,r3white1,95,6,50,100,white,,,R-3,vindelfjallen,95
5/21/16,r3white1,95,6,50,95,white,,,R-3,vindelfjallen,95
5/22/16,r3white1,95,6,50,95,white,,,R-3,vindelfjallen,95
6/18/16,r11white3,95,6,50,0,white,,,R-11,vindelfjallen,95
5/15/16,r11white2,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/16/16,r11white2,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/17/16,r11white2,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/18/16,r11white2,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/19/16,r11white2,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/20/16,r11white2,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/21/16,r11white2,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/24/16,r-p/gr-y,95,6,50,25,white,adult,female,T-8,vindelfjallen,95
5/26/16,r-p/gr-y,95,6,50,20,white,adult,female,T-8,vindelfjallen,95
5/29/16,r-p/gr-y,95,6,50,20,white,adult,female,T-8,vindelfjallen,95
5/30/16,r-p/gr-y,95,6,50,15,white,adult,female,T-8,vindelfjallen,95
6/2/16,r-p/gr-y,95,6,50,5,white,adult,female,T-8,vindelfjallen,95
6/3/16,r-p/gr-y,95,6,50,0,white,adult,female,T-8,vindelfjallen,95
5/3/16,p-y/r-y,95,6,50,100,white,adult,male,R-11,vindelfjallen,95
5/5/16,p-y/r-y,95,6,50,100,white,adult,male,R-11,vindelfjallen,95
5/7/16,p-y/r-y,95,6,50,100,white,adult,male,R-11,vindelfjallen,95
5/8/16,p-y/r-y,95,6,50,100,white,adult,male,R-11,vindelfjallen,95
5/9/16,p-y/r-y,95,6,50,100,white,adult,male,R-11,vindelfjallen,95
5/10/16,p-y/r-y,95,6,50,100,white,adult,male,R-11,vindelfjallen,95
5/11/16,p-y/r-y,95,6,50,100,white,adult,male,R-11,vindelfjallen,95
5/13/16,p-y/r-y,95,6,50,100,white,adult,male,R-11,vindelfjallen,95
5/14/16,p-y/r-y,95,6,50,100,white,adult,male,R-11,vindelfjallen,95
5/15/16,p-y/r-y,95,6,50,100,white,adult,male,R-11,vindelfjallen,95
5/16/16,p-y/r-y,95,6,50,100,white,adult,male,R-11,vindelfjallen,95
5/3/16,p-r/r-y,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/4/16,p-r/r-y,95,6,50,100,white,adult,female,R-3,vindelfjallen,95
5/5/16,p-r/r-y,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/9/16,p-r/r-y,95,6,50,100,white,adult,female,R-3,vindelfjallen,95
5/10/16,p-r/r-y,95,6,50,100,white,adult,female,R-3,vindelfjallen,95
5/12/16,p-r/r-y,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/14/16,p-r/r-y,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/15/16,p-r/r-y,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/17/16,p-r/r-y,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/18/16,p-r/r-y,95,6,50,100,white,adult,female,R-11,vindelfjallen,95
5/19/16,p-r/r-y,95,6,50,100,white,adult,female,R-3,vindelfjallen,95
5/20/16,p-r/r-y,95,6,50,100,white,adult,female,R-3,vindelfjallen,95
5/21/16,p-r/r-y,95,6,50,95,white,adult,female,R-3,vindelfjallen,95
5/16/16,p-r/b-b,95,6,50,100,blue,cub,female,A-6,vindelfjallen,0
5/17/16,p-r/b-b,95,6,50,100,blue,cub,female,A-6,vindelfjallen,0
5/19/16,p-r/b-b,95,6,50,100,blue,cub,female,A-6,vindelfjallen,0
5/21/16,p-r/b-b,95,6,50,100,blue,cub,female,A-6,vindelfjallen,0
5/22/16,p-r/b-b,95,6,50,100,blue,cub,female,A-6,vindelfjallen,0
5/25/16,p-r/b-b,95,6,50,100,blue,cub,female,A-6,vindelfjallen,0
5/20/16,p-o/y-gr,95,6,50,90,white,cub,male,T-8,vindelfjallen,95
5/24/16,p-o/y-gr,95,6,50,25,white,cub,male,T-8,vindelfjallen,95
5/27/16,p-o/y-gr,95,6,50,20,white,cub,male,T-8,vindelfjallen,95
5/28/16,p-o/y-gr,95,6,50,20,white,cub,male,T-8,vindelfjallen,95
5/29/16,p-o/y-gr,95,6,50,29,white,cub,male,T-8,vindelfjallen,95
5/30/16,p-o/y-gr,95,6,50,15,white,cub,male,T-8,vindelfjallen,95
6/7/16,Nv4,95,6,50,0,blue,,,nv skaftet,helags,0
5/30/16,gr-r/y-p,95,6,50,15,white,adult,female,T-8,vindelfjallen,95
5/31/16,gr-r/y-p,95,6,50,10,white,adult,female,T-8,vindelfjallen,95
6/1/16,gr-r/y-p,95,6,50,5,white,adult,female,T-8,vindelfjallen,95
6/2/16,gr-r/y-p,95,6,50,5,white,adult,female,T-8,vindelfjallen,95
6/3/16,gr-r/y-p,95,6,50,5,white,adult,female,T-8,vindelfjallen,95
6/5/16,gr-r/y-p,95,6,50,0,white,adult,female,T-8,vindelfjallen,95
6/6/16,gr-r/y-p,95,6,50,0,white,adult,female,T-8,vindelfjallen,95
6/8/16,gr-r/y-p,95,6,50,10,white,adult,female,T-8,vindelfjallen,95
6/9/16,gr-r/y-p,95,6,50,0,white,adult,female,T-8,vindelfjallen,95
6/2/16,Ek2,95,6,50,0,white,,,ekorrd_rren,helags,95
6/6/16,Ek2,95,6,50,0,white,,,ekorrd_rren,helags,95
4/24/16,Ek1,95,6,50,75,white,,,ekorrd_rren,helags,95
5/3/16,Ek1,95,6,50,80,white,,,ekorrd_rren,helags,95
5/4/16,Ek1,95,6,50,80,white,,,ekorrd_rren,helags,95
6/10/16,b-y/gr-o,95,6,50,0,white,cub,female,T-8,vindelfjallen,95
6/11/16,b-y/gr-o,95,6,50,0,white,cub,female,T-8,vindelfjallen,95
6/12/16,b-y/gr-o,95,6,50,0,white,cub,female,T-8,vindelfjallen,95
6/10/16,b-s/r-s,95,6,50,0,white,adult,male,R-5,vindelfjallen,95
5/18/16,a6white2,95,6,50,100,white,,,A-6,vindelfjallen,95
5/19/16,a6white2,95,6,50,100,white,,,A-6,vindelfjallen,95
5/20/16,a6white2,95,6,50,100,white,,,A-6,vindelfjallen,95
5/21/16,a6white2,95,6,50,100,white,,,A-6,vindelfjallen,95
5/22/16,a6white2,95,6,50,100,white,,,A-6,vindelfjallen,95
5/22/16,a6white2,95,6,50,100,white,,,A-6,vindelfjallen,95
5/23/16,a6white2,95,6,50,100,white,,,A-6,vindelfjallen,95
5/25/16,a6white2,95,6,50,100,white,,,A-6,vindelfjallen,95
5/26/16,a6white2,95,6,50,100,white,,,A-6,vindelfjallen,95
5/27/16,a6white2,95,6,50,95,white,,,A-6,vindelfjallen,95
5/28/16,a6white2,95,6,50,95,white,,,A-6,vindelfjallen,95
5/29/16,a6white2,95,6,50,95,white,,,A-6,vindelfjallen,95
5/15/16,a6white1,95,6,50,100,white,,,A-6,vindelfjallen,95
5/17/16,a6white1,95,6,50,100,white,,,A-6,vindelfjallen,95
5/18/16,a6white1,95,6,50,100,white,,,A-6,vindelfjallen,95
5/19/16,a6white1,95,6,50,100,white,,,A-6,vindelfjallen,95
5/20/16,a6white1,95,6,50,100,white,,,A-6,vindelfjallen,95
5/21/16,a6white1,95,6,50,100,white,,,A-6,vindelfjallen,95
5/23/16,a6white1,95,6,50,100,white,,,A-6,vindelfjallen,95
5/26/16,a6white1,95,6,50,100,white,,,A-6,vindelfjallen,95
5/18/16,a6blue1,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/19/16,a6blue1,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/20/16,a6blue1,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/21/16,a6blue1,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/22/16,a6blue1,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/24/16,a6blue1,95,6,50,100,blue,,,A-6,vindelfjallen,0
5/19/16,a16blue1,95,6,50,5,blue,,,A-16,vindelfjallen,0
5/26/16,a16blue1,95,6,50,5,blue,,,A-16,vindelfjallen,0
5/28/16,a16blue1,95,6,50,0,blue,,,A-16,vindelfjallen,0
6/3/16,/p-y,95,6,50,0,white,adult,,T-8,vindelfjallen,95
5/2/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/4/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/5/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/6/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/7/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/8/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/9/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/10/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/11/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/12/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/13/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/14/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/15/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/17/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/18/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/19/16,y-r/p-r,100,7,100,100,blue,,,A-6,vindelfjallen,0
4/30/16,y-p/gr-p,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/7/16,y-p/gr-p,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/9/16,y-p/gr-p,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/10/16,y-p/gr-p,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/11/16,y-p/gr-p,100,7,100,100,blue,,,A-6,vindelfjallen,0
10/10/16,y-gr/y-b,100,7,100,85,white,adult,female,slottet,helags,100
10/12/16,y-gr/y-b,100,7,100,20,white,adult,female,slottet,helags,100
10/15/16,y-gr/y-b,100,7,100,80,white,adult,female,slottet,helags,100
11/15/16,y-gr/y-b,100,7,100,80,white,adult,female,slottet,helags,100
5/4/16,y-gr/p-w,100,7,100,50,blue,adult,female,A-16,vindelfjallen,0
5/4/16,y-gr/p-w,100,7,100,40,blue,adult,female,A-16,vindelfjallen,0
5/16/16,y-gr/p-w,100,7,100,10,blue,adult,female,A-16,vindelfjallen,0
5/19/16,y-gr/p-w,100,7,100,5,blue,adult,female,A-16,vindelfjallen,0
4/22/16,Vs2,100,7,100,100,blue,,,v skaftet,helags,0
4/24/16,Vs2,100,7,100,100,blue,,,v skaftet,helags,0
5/4/16,Vs2,100,7,100,85,blue,,,v skaftet,helags,0
5/9/16,Vs2,100,7,100,60,blue,,,v skaftet,helags,0
5/17/16,Vs2,100,7,100,75,blue,,,v skaftet,helags,0
5/30/16,Vs2,100,7,100,30,blue,,,v skaftet,helags,0
4/22/16,Vs1,100,7,100,100,blue,,,v skaftet,helags,0
4/24/16,Vs1,100,7,100,100,blue,,,v skaftet,helags,0
4/26/16,Vs1,100,7,100,100,blue,,,v skaftet,helags,0
5/4/16,Vs1,100,7,100,85,blue,,,v skaftet,helags,0
5/9/16,Vs1,100,7,100,60,blue,,,v skaftet,helags,0
10/27/15,v-y/b-v,100,7,100,30,blue,cub,female,snuse,helags,0
5/8/16,t8white1,100,7,100,100,white,,,T-8,vindelfjallen,100
5/10/16,t8white1,100,7,100,90,white,,,T-8,vindelfjallen,100
5/16/16,t8white1,100,7,100,50,white,,,T-8,vindelfjallen,100
5/18/16,t8white1,100,7,100,40,white,,,T-8,vindelfjallen,100
5/19/16,t8white1,100,7,100,35,white,,,T-8,vindelfjallen,100
5/22/16,t8white1,100,7,100,30,white,,,T-8,vindelfjallen,100
5/24/16,t8white1,100,7,100,25,white,,,T-8,vindelfjallen,100
5/26/16,t8white1,100,7,100,20,white,,,T-8,vindelfjallen,100
5/27/16,t8white1,100,7,100,20,white,,,T-8,vindelfjallen,100
6/6/16,t8white1,100,7,100,0,white,,,T-8,vindelfjallen,100
5/5/16,t14white3,100,7,100,100,white,,,T-14,vindelfjallen,100
5/11/16,t14white2,100,7,100,90,white,,,T-14,vindelfjallen,100
5/14/16,t14white2,100,7,100,100,white,,,T-14,vindelfjallen,100
5/15/16,t14white2,100,7,100,100,white,,,T-14,vindelfjallen,100
5/17/16,t14white2,100,7,100,100,white,,,T-14,vindelfjallen,100
5/18/16,t14white2,100,7,100,100,white,,,T-14,vindelfjallen,100
5/18/16,t14white2,100,7,100,100,white,,,T-14,vindelfjallen,100
5/19/16,t14white2,100,7,100,100,white,,,T-14,vindelfjallen,100
5/20/16,t14white2,100,7,100,100,white,,,T-14,vindelfjallen,100
10/10/16,t14white2,100,7,100,0,white,adult,,T-14,vindelfjallen,100
10/13/16,t14white2,100,7,100,0,white,adult,,T-14,vindelfjallen,100
10/14/16,t14white2,100,7,100,0,white,adult,,T-14,vindelfjallen,100
10/16/16,t14white2,100,7,100,5,white,adult,,T-14,vindelfjallen,100
10/4/16,t14white1,100,7,100,10,white,adult,,T-14,vindelfjallen,100
10/7/16,t14white1,100,7,100,0,white,adult,,T-14,vindelfjallen,100
10/9/16,t14white1,100,7,100,0,white,adult,,T-14,vindelfjallen,100
