Date,Camera,White,WhiteFactor,White3,Snow,color,age,sex,den ,area,Whiteness
10/11/16,t14white1,100,7,100,0,white,adult,,T-14,vindelfjallen,100
10/14/16,t14white1,100,7,100,0,white,adult,,T-14,vindelfjallen,100
10/19/16,t14white1,100,7,100,10,white,adult,,T-14,vindelfjallen,100
10/20/16,t14white1,100,7,100,15,white,adult,,T-14,vindelfjallen,100
10/21/16,t14white1,100,7,100,30,white,adult,,T-14,vindelfjallen,100
10/22/16,t14white1,100,7,100,90,white,adult,,T-14,vindelfjallen,100
10/23/16,t14white1,100,7,100,95,white,adult,,T-14,vindelfjallen,100
10/30/16,t14white1,100,7,100,100,white,adult,,T-14,vindelfjallen,100
10/31/16,t14white1,100,7,100,100,white,adult,,T-14,vindelfjallen,100
11/6/16,t14white1,100,7,100,100,white,adult,,T-14,vindelfjallen,100
11/13/16,t14white1,100,7,100,100,white,adult,,T-14,vindelfjallen,100
5/5/16,t14blue1,100,7,100,100,blue,,,T-14,vindelfjallen,0
5/7/16,t14blue1,100,7,100,100,blue,,,T-14,vindelfjallen,0
5/8/16,t14blue1,100,7,100,100,blue,,,T-14,vindelfjallen,0
5/11/16,t14blue1,100,7,100,100,blue,,,T-14,vindelfjallen,0
10/31/16,t14blue1,100,7,100,100,blue,adult,,T-14,vindelfjallen,0
12/1/16,t14blue1,100,7,100,100,blue,adult,,T-14,vindelfjallen,0
10/26/15,snus2,100,7,100,80,white,adult,male,snuse,helags,100
10/28/15,snus2,100,7,100,0,white,adult,male,snuse,helags,100
4/22/16,snus2,100,7,100,100,white,adult,male,snuse,helags,100
4/24/16,snus2,100,7,100,100,white,adult,male,snuse,helags,100
4/25/16,snus2,100,7,100,100,white,adult,male,snuse,helags,100
4/27/16,snus2,100,7,100,100,white,adult,male,snuse,helags,100
5/1/16,snus2,100,7,100,100,white,adult,male,snuse,helags,100
5/3/16,snus2,100,7,100,90,white,adult,male,snuse,helags,100
5/4/16,snus2,100,7,100,90,white,adult,male,snuse,helags,100
5/5/16,snus2,100,7,100,90,white,adult,male,snuse,helags,100
5/8/16,snus2,100,7,100,80,white,adult,male,snuse,helags,100
5/10/16,snus2,100,7,100,80,white,adult,male,snuse,helags,100
5/11/16,snus2,100,7,100,80,white,adult,male,snuse,helags,100
5/12/16,snus2,100,7,100,80,white,adult,male,snuse,helags,100
5/16/16,snus2,100,7,100,80,white,adult,male,snuse,helags,100
10/26/15,snus1,100,7,100,80,blue,adult,female,snuse,helags,0
4/22/16,snus1,100,7,100,100,blue,adult,female,snuse,helags,0
4/23/16,snus1,100,7,100,100,blue,adult,female,snuse,helags,0
4/24/16,snus1,100,7,100,100,blue,adult,female,snuse,helags,0
4/25/16,snus1,100,7,100,100,blue,adult,female,snuse,helags,0
4/26/16,snus1,100,7,100,100,blue,adult,female,snuse,helags,0
4/29/16,snus1,100,7,100,100,blue,adult,female,snuse,helags,0
5/2/16,snus1,100,7,100,95,blue,adult,female,snuse,helags,0
5/5/16,snus1,100,7,100,90,blue,adult,female,snuse,helags,0
5/6/16,snus1,100,7,100,90,blue,adult,female,snuse,helags,0
5/7/16,snus1,100,7,100,90,blue,adult,female,snuse,helags,0
5/8/16,snus1,100,7,100,80,blue,adult,female,snuse,helags,0
5/9/16,snus1,100,7,100,80,blue,adult,female,snuse,helags,0
5/11/16,snus1,100,7,100,80,blue,adult,female,snuse,helags,0
5/12/16,snus1,100,7,100,80,blue,adult,female,snuse,helags,0
5/27/16,r5white1,100,7,100,0,white,,,R-5,vindelfjallen,100
6/12/16,r5white1,100,7,100,0,white,,,R-5,vindelfjallen,100
6/15/16,r5white1,100,7,100,0,white,,,R-5,vindelfjallen,100
5/3/16,r5blue1,100,7,100,95,blue,,,R-5,vindelfjallen,0
5/6/16,r5blue1,100,7,100,90,blue,,,R-5,vindelfjallen,0
5/18/16,r5blue1,100,7,100,90,blue,,,R-5,vindelfjallen,0
5/23/16,r5blue1,100,7,100,20,blue,,,R-5,vindelfjallen,0
5/24/16,r5blue1,100,7,100,10,blue,,,R-5,vindelfjallen,0
5/25/16,r5blue1,100,7,100,0,blue,,,R-5,vindelfjallen,0
5/26/16,r5blue1,100,7,100,0,blue,,,R-5,vindelfjallen,0
5/29/16,r5blue1,100,7,100,0,blue,,,R-5,vindelfjallen,0
10/2/16,r5blue1,100,7,100,10,blue,adult,,R-5,vindelfjallen,0
10/11/16,r5blue1,100,7,100,0,blue,adult,,R-5,vindelfjallen,0
10/12/16,r5blue1,100,7,100,0,blue,adult,,R-5,vindelfjallen,0
5/14/16,r3white2,100,7,100,100,white,,,R-3,vindelfjallen,100
5/16/16,r3white2,100,7,100,100,white,,,R-3,vindelfjallen,100
5/18/16,r3white2,100,7,100,100,white,,,R-3,vindelfjallen,100
5/20/16,r3white2,100,7,100,100,white,,,R-3,vindelfjallen,100
5/22/16,r3white2,100,7,100,95,white,,,R-3,vindelfjallen,100
11/28/16,r3white2,100,7,100,100,white,adult,,R-3,vindelfjallen,100
5/3/16,r3white1,100,7,100,100,white,,,R-3,vindelfjallen,100
5/4/16,r3white1,100,7,100,100,white,,,R-3,vindelfjallen,100
5/5/16,r3white1,100,7,100,100,white,,,R-3,vindelfjallen,100
5/6/16,r3white1,100,7,100,100,white,,,R-3,vindelfjallen,100
5/7/16,r3white1,100,7,100,100,white,,,R-3,vindelfjallen,100
5/8/16,r3white1,100,7,100,100,white,,,R-3,vindelfjallen,100
5/9/16,r3white1,100,7,100,100,white,,,R-3,vindelfjallen,100
10/5/16,r3white1,100,7,100,0,white,adult,,R-3,vindelfjallen,100
10/15/16,r3white1,100,7,100,0,white,adult,,R-3,vindelfjallen,100
10/17/16,r3white1,100,7,100,0,white,adult,,R-3,vindelfjallen,100
10/21/16,r3white1,100,7,100,50,white,adult,,R-3,vindelfjallen,100
10/24/16,r3white1,100,7,100,70,white,adult,,R-3,vindelfjallen,100
10/29/16,r3white1,100,7,100,100,white,adult,,R-3,vindelfjallen,100
10/30/16,r3white1,100,7,100,100,white,adult,,R-3,vindelfjallen,100
11/28/16,r3white1,100,7,100,100,white,adult,,R-3,vindelfjallen,100
11/29/16,r3white1,100,7,100,100,white,adult,,R-3,vindelfjallen,100
5/13/16,r3blue1,100,7,100,100,blue,,,R-3,vindelfjallen,0
5/17/16,r3blue1,100,7,100,100,blue,,,R-3,vindelfjallen,0
5/3/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
5/4/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
5/5/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
5/6/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
5/7/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
5/8/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
5/9/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
5/10/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
5/11/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
5/12/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
5/14/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
10/16/16,r11white2,100,7,100,0,white,adult,female,R-11,vindelfjallen,100
11/30/16,r11white2,100,7,100,100,white,adult,female,R-11,vindelfjallen,100
5/3/16,r11blue1,100,7,100,100,blue,,,R-11,vindelfjallen,0
5/4/16,r11blue1,100,7,100,100,blue,,,R-11,vindelfjallen,0
5/5/16,r11blue1,100,7,100,100,blue,,,R-11,vindelfjallen,0
5/6/16,r11blue1,100,7,100,100,blue,,,R-11,vindelfjallen,0
5/10/16,r11blue1,100,7,100,100,blue,,,R-11,vindelfjallen,0
5/11/16,r11blue1,100,7,100,100,blue,,,R-11,vindelfjallen,0
5/19/16,r11blue1,100,7,100,100,blue,,,R-11,vindelfjallen,0
5/21/16,r11blue1,100,7,100,100,blue,,,R-11,vindelfjallen,0
5/13/16,r-p/gr-y,100,7,100,90,white,adult,female,T-8,vindelfjallen,100
5/18/16,r-p/gr-y,100,7,100,40,white,adult,female,T-8,vindelfjallen,100
5/19/16,r-p/gr-y,100,7,100,35,white,adult,female,T-8,vindelfjallen,100
5/20/16,r-p/gr-y,100,7,100,30,white,adult,female,T-8,vindelfjallen,100
5/10/16,r-p/b-gr,100,7,100,5,white,cub,female,slottet,helags,100
11/15/15,p-y/y-w,100,7,100,100,blue,adult,female,A-16,vindelfjallen,0
11/18/15,p-y/y-w,100,7,100,100,blue,adult,female,A-16,vindelfjallen,0
11/19/15,p-y/y-w,100,7,100,100,blue,adult,female,A-16,vindelfjallen,0
11/20/15,p-y/y-w,100,7,100,100,blue,adult,female,A-16,vindelfjallen,0
11/22/15,p-y/y-w,100,7,100,100,blue,adult,female,A-16,vindelfjallen,0
11/30/15,p-y/y-w,100,7,100,100,blue,adult,female,A-16,vindelfjallen,0
5/10/16,p-r/gr-r,100,7,100,100,white,,,R-11,vindelfjallen,100
10/20/15,p-r/b-r,100,7,100,0,white,cub,female,v skaftet,helags,100
4/30/16,p-r/b-b,100,7,100,100,blue,cub,female,A-6,vindelfjallen,0
5/2/16,p-r/b-b,100,7,100,100,blue,cub,female,A-6,vindelfjallen,0
5/7/16,p-r/b-b,100,7,100,100,blue,cub,female,A-6,vindelfjallen,0
5/9/16,p-r/b-b,100,7,100,100,blue,cub,female,A-6,vindelfjallen,0
5/10/16,p-r/b-b,100,7,100,100,blue,cub,female,A-6,vindelfjallen,0
5/11/16,p-r/b-b,100,7,100,100,blue,cub,female,A-6,vindelfjallen,0
10/9/16,p-r/b-b,100,7,100,0,blue,adult,female,A-6,vindelfjallen,0
10/10/16,p-r/b-b,100,7,100,0,blue,adult,female,A-6,vindelfjallen,0
10/12/16,p-r/b-b,100,7,100,0,blue,adult,female,A-6,vindelfjallen,0
10/16/16,p-r/b-b,100,7,100,0,blue,adult,female,A-6,vindelfjallen,0
10/17/16,p-r/b-b,100,7,100,0,blue,adult,female,A-6,vindelfjallen,0
10/18/16,p-r/b-b,100,7,100,90,blue,adult,female,A-6,vindelfjallen,0
10/20/16,p-r/b-b,100,7,100,90,blue,adult,female,A-6,vindelfjallen,0
5/14/16,p-o/y-gr,100,7,100,70,white,cub,male,T-8,vindelfjallen,100
5/16/16,p-o/y-gr,100,7,100,50,white,cub,male,T-8,vindelfjallen,100
5/17/16,p-o/y-gr,100,7,100,45,white,cub,male,T-8,vindelfjallen,100
5/18/16,p-o/y-gr,100,7,100,40,white,cub,male,T-8,vindelfjallen,100
5/19/16,p-o/y-gr,100,7,100,35,white,cub,male,T-8,vindelfjallen,100
11/6/16,p-o/y-gr,100,7,100,100,white,adult,male,T-14,vindelfjallen,100
5/7/16,Nv3,100,7,100,0,blue,,,nv skaftet,helags,0
5/25/16,Nv3,100,7,100,0,blue,,,nv skaftet,helags,0
6/5/16,Nv3,100,7,100,0,blue,,,nv skaftet,helags,0
10/28/15,Nv1,100,7,100,0,white,adult,,nv skaftet,helags,100
5/6/16,gr-r/y-p,100,7,100,100,white,adult,female,T-8,vindelfjallen,100
5/10/16,gr-r/y-p,100,7,100,90,white,adult,female,T-8,vindelfjallen,100
5/12/16,gr-r/y-p,100,7,100,85,white,adult,female,T-8,vindelfjallen,100
5/16/16,gr-r/y-p,100,7,100,50,white,adult,female,T-8,vindelfjallen,100
5/17/16,gr-r/y-p,100,7,100,45,white,adult,female,T-8,vindelfjallen,100
5/18/16,gr-r/y-p,100,7,100,40,white,adult,female,T-8,vindelfjallen,100
5/19/16,gr-r/y-p,100,7,100,35,white,adult,female,T-8,vindelfjallen,100
5/21/16,gr-r/y-p,100,7,100,35,white,adult,female,T-8,vindelfjallen,100
5/24/16,gr-r/y-p,100,7,100,25,white,adult,female,T-8,vindelfjallen,100
5/25/16,gr-r/y-p,100,7,100,20,white,adult,female,T-8,vindelfjallen,100
5/26/16,gr-r/y-p,100,7,100,20,white,adult,female,T-8,vindelfjallen,100
5/27/16,gr-r/y-p,100,7,100,20,white,adult,female,T-8,vindelfjallen,100
5/28/16,gr-r/y-p,100,7,100,20,white,adult,female,T-8,vindelfjallen,100
10/3/16,gr-r/y-p,100,7,100,5,white,adult,female,T-8,vindelfjallen,100
10/4/16,gr-r/y-p,100,7,100,5,white,adult,female,T-8,vindelfjallen,100
10/6/16,gr-r/y-p,100,7,100,0,white,adult,female,T-8,vindelfjallen,100
10/7/16,gr-r/y-p,100,7,100,0,white,adult,female,T-8,vindelfjallen,100
10/15/16,gr-r/y-p,100,7,100,0,white,adult,female,T-8,vindelfjallen,100
5/6/16,Ek2,100,7,100,80,white,,,ekorrd_rren,helags,100
5/27/16,Ek2,100,7,100,0,white,,,ekorrd_rren,helags,100
10/22/16,Ek2,100,7,100,0,white,adult,,ekorrd_rren,helags,100
11/16/16,Ek2,100,7,100,95,white,adult,,ekorrd_rren,helags,100
5/11/16,b-y/gr-o,100,7,100,40,white,cub,female,T-8,vindelfjallen,100
5/12/16,b-y/gr-o,100,7,100,100,white,cub,female,T-8,vindelfjallen,100
5/16/16,b-y/gr-o,100,7,100,40,white,cub,female,T-8,vindelfjallen,100
5/18/16,b-y/gr-o,100,7,100,40,white,cub,female,T-8,vindelfjallen,100
5/20/16,b-y/gr-o,100,7,100,90,white,cub,female,T-8,vindelfjallen,100
5/28/16,b-y/gr-o,100,7,100,20,white,cub,female,T-8,vindelfjallen,100
5/29/16,b-y/gr-o,100,7,100,15,white,cub,female,T-8,vindelfjallen,100
5/31/16,b-y/gr-o,100,7,100,10,white,cub,female,T-8,vindelfjallen,100
6/1/16,b-y/gr-o,100,7,100,5,white,cub,female,T-8,vindelfjallen,100
6/2/16,b-y/gr-o,100,7,100,5,white,cub,female,T-8,vindelfjallen,100
6/5/16,b-y/gr-o,100,7,100,0,white,cub,female,T-8,vindelfjallen,100
6/6/16,b-y/gr-o,100,7,100,0,white,cub,female,T-8,vindelfjallen,100
5/4/16,b-s/r-s,100,7,100,95,white,adult,male,R-5,vindelfjallen,100
5/25/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
5/26/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
5/27/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
5/29/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
5/30/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
5/31/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
6/5/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
6/6/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
10/13/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
11/23/15,b-r/p-b,100,7,100,50,white,adult,male,A-16,vindelfjallen,100
5/1/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/2/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/3/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/4/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/5/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/6/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/7/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/8/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/10/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/12/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/13/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/14/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/16/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/17/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
4/30/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/2/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/3/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/4/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/5/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/6/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/10/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/11/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/12/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/13/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/14/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
10/15/16,a6white1,100,7,100,0,white,adult,,A-6,vindelfjallen,100
10/19/16,a6white1,100,7,100,90,white,adult,,A-6,vindelfjallen,100
4/30/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/4/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/6/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/7/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/8/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/9/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/10/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/11/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/12/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/15/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/16/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/17/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
10/5/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/8/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/10/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/12/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/14/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/15/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/16/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/17/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/27/15,a16white1,100,7,100,95,white,adult,,A-16,vindelfjallen,100
10/29/15,a16white1,100,7,100,100,white,adult,,A-16,vindelfjallen,100
11/28/15,a16white1,100,7,100,95,white,adult,,A-16,vindelfjallen,100
10/27/15,a16blue1,100,7,100,95,blue,adult,,A-16,vindelfjallen,0
11/24/15,a16blue1,100,7,100,100,blue,adult,,A-16,vindelfjallen,0
4/30/16,a16blue1,100,7,100,95,blue,,,A-16,vindelfjallen,0
5/2/16,a16blue1,100,7,100,90,blue,,,A-16,vindelfjallen,0
5/6/16,a16blue1,100,7,100,30,blue,,,A-16,vindelfjallen,0
5/16/16,a16blue1,100,7,100,10,blue,,,A-16,vindelfjallen,0
10/8/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
10/9/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
10/10/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
10/11/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
10/12/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
10/13/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
11/19/16,a16blue1,100,7,100,100,blue,adult,,A-16,vindelfjallen,0
11/23/16,a16blue1,100,7,100,100,blue,adult,,A-16,vindelfjallen,0
5/18/16,/p-y,100,7,100,40,white,adult,,T-8,vindelfjallen,100
5/19/16,/p-y,100,7,100,35,white,adult,,T-8,vindelfjallen,100
5/20/16,/p-y,100,7,100,90,white,adult,,T-8,vindelfjallen,100
5/21/16,/p-y,100,7,100,35,white,adult,,T-8,vindelfjallen,100
5/22/16,/p-y,100,7,100,30,white,adult,,T-8,vindelfjallen,100
5/24/16,/p-y,100,7,100,25,white,adult,,T-8,vindelfjallen,100
5/25/16,/p-y,100,7,100,20,white,adult,,T-8,vindelfjallen,100
5/26/16,/p-y,100,7,100,20,white,adult,,T-8,vindelfjallen,100
5/27/16,/p-y,100,7,100,20,white,adult,,T-8,vindelfjallen,100
5/31/16,/p-y,100,7,100,10,white,adult,,T-8,vindelfjallen,100
10/3/16,/p-y,100,7,100,5,white,adult,,T-8,vindelfjallen,100
10/5/16,/p-y,100,7,100,0,white,adult,,T-8,vindelfjallen,100
10/7/16,/p-y,100,7,100,0,white,adult,,T-8,vindelfjallen,100
10/10/16,/p-y,100,7,100,0,white,adult,,T-8,vindelfjallen,100